RK,Team,Total Points,Previous Points,+/-,More
174,Vanuatu,96,96,-,
176,Tonga,88,3,85,
177,Afghanistan,85,77,8,
178,US Virgin Islands,82,82,-,
179,Pakistan,76,87,-11,
180,Solomon Islands,75,75,-,
180,Sri Lanka,75,85,-10,
180,Swaziland,75,75,-,
183,Cayman Islands,74,74,-,
184,Tahiti,73,73,-,
185,St. Lucia,65,65,-,
186,American Samoa,61,0,61,
187,Comoros,55,55,-,
188,Seychelles,53,69,-16,
189,Somalia,47,51,-4,
190,Eritrea,45,65,-20,
191,Kyrgyz Republic,42,42,-,
192,Guam,36,36,-,
193,Papua New Guinea,34,34,-,
194,Mauritius,32,32,-,
195,Cook Islands,28,10,18,
196,Sao Tome e Principe,27,27,-,
197,Macau,26,26,-,
198,Djibouti,25,5,20,
199,British Virgin Islands,23,23,-,
200,Turks and Caicos Islands,13,13,-,
201,Anguilla,9,9,-,
202,Bhutan,6,6,-,
202,Brunei Darussalam,6,6,-,
204,Mauritania,4,4,-,
205,Timor-Leste,2,2,-,
206,Andorra,0,0,-,
206,Montserrat,0,0,-,
206,San Marino,0,0,-,
