RK,Team,Total Points,Previous Points,+/-,More
71,China PRCHN https://api.fifa.com/api/v3/picture/flags-sq-2/CHN,498,561,-63,
72,MaliMLI https://api.fifa.com/api/v3/picture/flags-sq-2/MLI,493,493,-,
73,United Arab EmiratesUAE https://api.fifa.com/api/v3/picture/flags-sq-2/UAE,476,474,2,
74,ZambiaZAM https://api.fifa.com/api/v3/picture/flags-sq-2/ZAM,468,449,19,
75,UgandaUGA https://api.fifa.com/api/v3/picture/flags-sq-2/UGA,448,471,-23,
76,FYR MacedoniaMKD https://api.fifa.com/api/v3/picture/flags-sq-2/MKD,446,446,-,
77,SyriaSYR https://api.fifa.com/api/v3/picture/flags-sq-2/SYR,442,442,-,
78,UzbekistanUZB https://api.fifa.com/api/v3/picture/flags-sq-2/UZB,441,437,4,
79,IraqIRQ https://api.fifa.com/api/v3/picture/flags-sq-2/IRQ,438,438,-,
80,PalestinePLE https://api.fifa.com/api/v3/picture/flags-sq-2/PLE,434,427,7,
81,South AfricaRSA https://api.fifa.com/api/v3/picture/flags-sq-2/RSA,433,434,-1,
82,BeninBEN https://api.fifa.com/api/v3/picture/flags-sq-2/BEN,427,427,-,
83,LuxembourgLUX https://api.fifa.com/api/v3/picture/flags-sq-2/LUX,407,407,-,
83,CuracaoCUW https://api.fifa.com/api/v3/picture/flags-sq-2/CUW,407,407,-,
85,LebanonLIB https://api.fifa.com/api/v3/picture/flags-sq-2/LIB,404,404,-,
86,Guinea-BissauGNB https://api.fifa.com/api/v3/picture/flags-sq-2/GNB,403,403,-,
87,Trinidad and TobagoTRI https://api.fifa.com/api/v3/picture/flags-sq-2/TRI,402,402,-,
88,LibyaLBY https://api.fifa.com/api/v3/picture/flags-sq-2/LBY,399,442,-43,
89,EstoniaEST https://api.fifa.com/api/v3/picture/flags-sq-2/EST,397,407,-10,
90,ArmeniaARM https://api.fifa.com/api/v3/picture/flags-sq-2/ARM,383,383,-,
91,CyprusCYP https://api.fifa.com/api/v3/picture/flags-sq-2/CYP,373,373,-,
92,BelarusBLR https://api.fifa.com/api/v3/picture/flags-sq-2/BLR,372,372,-,
93,GabonGAB https://api.fifa.com/api/v3/picture/flags-sq-2/GAB,370,370,-,
94,CanadaCAN https://api.fifa.com/api/v3/picture/flags-sq-2/CAN,369,369,-,
95,Faroe IslandsFRO https://api.fifa.com/api/v3/picture/flags-sq-2/FRO,364,364,-,
96,CongoCGO https://api.fifa.com/api/v3/picture/flags-sq-2/CGO,362,362,-,
97,Sierra LeoneSLE https://api.fifa.com/api/v3/picture/flags-sq-2/SLE,360,360,-,
98,IsraelISR https://api.fifa.com/api/v3/picture/flags-sq-2/ISR,355,355,-,
99,MauritaniaMTN https://api.fifa.com/api/v3/picture/flags-sq-2/MTN,354,354,-,
100,El SalvadorSLV https://api.fifa.com/api/v3/picture/flags-sq-2/SLV,352,352,-,
101,OmanOMA https://api.fifa.com/api/v3/picture/flags-sq-2/OMA,351,350,1,
102,QatarQAT https://api.fifa.com/api/v3/picture/flags-sq-2/QAT,329,336,-7,
103,ZimbabweZIM https://api.fifa.com/api/v3/picture/flags-sq-2/ZIM,323,323,-,
104,GeorgiaGEO https://api.fifa.com/api/v3/picture/flags-sq-2/GEO,322,322,-,
105,IndiaIND https://api.fifa.com/api/v3/picture/flags-sq-2/IND,320,320,-,
106,KenyaKEN https://api.fifa.com/api/v3/picture/flags-sq-2/KEN,317,300,17,
107,JordanJOR https://api.fifa.com/api/v3/picture/flags-sq-2/JOR,313,311,2,
108,MadagascarMAD https://api.fifa.com/api/v3/picture/flags-sq-2/MAD,309,309,-,
108,NigerNIG https://api.fifa.com/api/v3/picture/flags-sq-2/NIG,309,309,-,
110,MozambiqueMOZ https://api.fifa.com/api/v3/picture/flags-sq-2/MOZ,304,304,-,
111,St. Kitts and NevisSKN https://api.fifa.com/api/v3/picture/flags-sq-2/SKN,303,291,12,
112,VietnamVIE https://api.fifa.com/api/v3/picture/flags-sq-2/VIE,298,265,33,
113,RwandaRWA https://api.fifa.com/api/v3/picture/flags-sq-2/RWA,295,269,26,
114,TurkmenistanTKM https://api.fifa.com/api/v3/picture/flags-sq-2/TKM,292,292,-,
115,BahrainBHR https://api.fifa.com/api/v3/picture/flags-sq-2/BHR,282,282,-,
115,Kyrgyz RepublicKGZ https://api.fifa.com/api/v3/picture/flags-sq-2/KGZ,282,282,-,
117,AzerbaijanAZE https://api.fifa.com/api/v3/picture/flags-sq-2/AZE,281,281,-,
118,NamibiaNAM https://api.fifa.com/api/v3/picture/flags-sq-2/NAM,274,274,-,
119,NicaraguaNCA https://api.fifa.com/api/v3/picture/flags-sq-2/NCA,273,315,-42,
120,YemenYEM https://api.fifa.com/api/v3/picture/flags-sq-2/YEM,268,268,-,
121,New ZealandNZL https://api.fifa.com/api/v3/picture/flags-sq-2/NZL,267,267,-,
122,TogoTOG https://api.fifa.com/api/v3/picture/flags-sq-2/TOG,266,266,-,
122,Central African RepublicCTA https://api.fifa.com/api/v3/picture/flags-sq-2/CTA,266,266,-,
124,PhilippinesPHI https://api.fifa.com/api/v3/picture/flags-sq-2/PHI,263,280,-17,
125,MalawiMWI https://api.fifa.com/api/v3/picture/flags-sq-2/MWI,260,260,-,
126,TajikistanTJK https://api.fifa.com/api/v3/picture/flags-sq-2/TJK,255,255,-,
126,Korea DPRPRK https://api.fifa.com/api/v3/picture/flags-sq-2/PRK,255,283,-28,
128,SurinameSUR https://api.fifa.com/api/v3/picture/flags-sq-2/SUR,245,245,-,
129,GuatemalaGUA https://api.fifa.com/api/v3/picture/flags-sq-2/GUA,242,242,-,
130,ThailandTHA https://api.fifa.com/api/v3/picture/flags-sq-2/THA,236,230,6,
131,ComorosCOM https://api.fifa.com/api/v3/picture/flags-sq-2/COM,235,235,-,
132,LatviaLVA https://api.fifa.com/api/v3/picture/flags-sq-2/LVA,233,233,-,
133,SwazilandSWZ https://api.fifa.com/api/v3/picture/flags-sq-2/SWZ,225,225,-,
134,LiberiaLBR https://api.fifa.com/api/v3/picture/flags-sq-2/LBR,224,224,-,
135,Chinese TaipeiTPE https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,223,221,2,
136,SudanSDN https://api.fifa.com/api/v3/picture/flags-sq-2/SDN,221,219,2,
137,KazakhstanKAZ https://api.fifa.com/api/v3/picture/flags-sq-2/KAZ,220,220,-,
138,AndorraAND https://api.fifa.com/api/v3/picture/flags-sq-2/AND,215,215,-,
139,Antigua and BarbudaATG https://api.fifa.com/api/v3/picture/flags-sq-2/ATG,209,209,-,
140,MyanmarMYA https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,203,176,27,
141,AngolaANG https://api.fifa.com/api/v3/picture/flags-sq-2/ANG,201,201,-,
142,BurundiBDI https://api.fifa.com/api/v3/picture/flags-sq-2/BDI,197,216,-19,
143,EthiopiaETH https://api.fifa.com/api/v3/picture/flags-sq-2/ETH,196,187,9,
144,Hong KongHKG https://api.fifa.com/api/v3/picture/flags-sq-2/HKG,189,189,-,
145,LesothoLES https://api.fifa.com/api/v3/picture/flags-sq-2/LES,188,188,-,
146,Equatorial GuineaEQG https://api.fifa.com/api/v3/picture/flags-sq-2/EQG,187,187,-,
147,TanzaniaTAN https://api.fifa.com/api/v3/picture/flags-sq-2/TAN,182,193,-11,
148,AfghanistanAFG https://api.fifa.com/api/v3/picture/flags-sq-2/AFG,181,181,-,
149,LithuaniaLTU https://api.fifa.com/api/v3/picture/flags-sq-2/LTU,179,179,-,
150,BotswanaBOT https://api.fifa.com/api/v3/picture/flags-sq-2/BOT,172,176,-4,
151,Solomon IslandsSOL https://api.fifa.com/api/v3/picture/flags-sq-2/SOL,152,179,-27,
152,TahitiTAH https://api.fifa.com/api/v3/picture/flags-sq-2/TAH,149,149,-,
153,South SudanSSD https://api.fifa.com/api/v3/picture/flags-sq-2/SSD,148,172,-24,
154,New CaledoniaNCL https://api.fifa.com/api/v3/picture/flags-sq-2/NCL,146,139,7,
155,MaldivesMDV https://api.fifa.com/api/v3/picture/flags-sq-2/MDV,144,135,9,
155,BarbadosBRB https://api.fifa.com/api/v3/picture/flags-sq-2/BRB,144,144,-,
157,VanuatuVAN https://api.fifa.com/api/v3/picture/flags-sq-2/VAN,141,55,86,
158,BelizeBLZ https://api.fifa.com/api/v3/picture/flags-sq-2/BLZ,135,135,-,
159,MauritiusMRI https://api.fifa.com/api/v3/picture/flags-sq-2/MRI,134,134,-,
160,Papua New GuineaPNG https://api.fifa.com/api/v3/picture/flags-sq-2/PNG,126,126,-,
161,GrenadaGRN https://api.fifa.com/api/v3/picture/flags-sq-2/GRN,125,132,-7,
162,IndonesiaIDN https://api.fifa.com/api/v3/picture/flags-sq-2/IDN,121,144,-23,
162,Dominican RepublicDOM https://api.fifa.com/api/v3/picture/flags-sq-2/DOM,121,121,-,
165,GambiaGAM https://api.fifa.com/api/v3/picture/flags-sq-2/GAM,120,120,-,
165,GuyanaGUY https://api.fifa.com/api/v3/picture/flags-sq-2/GUY,117,117,-,
166,Puerto RicoPUR https://api.fifa.com/api/v3/picture/flags-sq-2/PUR,112,112,-,
167,MoldovaMDA https://api.fifa.com/api/v3/picture/flags-sq-2/MDA,111,111,-,
168,FijiFIJ https://api.fifa.com/api/v3/picture/flags-sq-2/FIJ,110,93,17,
168,ChadCHA https://api.fifa.com/api/v3/picture/flags-sq-2/CHA,110,110,-,
168,DominicaDMA https://api.fifa.com/api/v3/picture/flags-sq-2/DMA,110,111,-1,
171,NepalNEP https://api.fifa.com/api/v3/picture/flags-sq-2/NEP,102,98,4,
172,SingaporeSGP https://api.fifa.com/api/v3/picture/flags-sq-2/SGP,101,98,3,
173,CambodiaCAM https://api.fifa.com/api/v3/picture/flags-sq-2/CAM,100,98,2,
174,MalaysiaMAS https://api.fifa.com/api/v3/picture/flags-sq-2/MAS,99,97,2,
174,St. Vincent / GrenadinesVIN https://api.fifa.com/api/v3/picture/flags-sq-2/VIN,99,99,-,
174,St. LuciaLCA https://api.fifa.com/api/v3/picture/flags-sq-2/LCA,99,97,2,
177,KosovoKOS https://api.fifa.com/api/v3/picture/flags-sq-2/KOS,97,97,-,
178,Sao Tome e PrincipeSTP https://api.fifa.com/api/v3/picture/flags-sq-2/STP,94,94,-,
179,ArubaARU https://api.fifa.com/api/v3/picture/flags-sq-2/ARU,92,92,-,
180,CubaCUB https://api.fifa.com/api/v3/picture/flags-sq-2/CUB,91,98,-7,
181,LiechtensteinLIE https://api.fifa.com/api/v3/picture/flags-sq-2/LIE,86,54,32,
182,LaosLAO https://api.fifa.com/api/v3/picture/flags-sq-2/LAO,82,62,20,
183,BermudaBER https://api.fifa.com/api/v3/picture/flags-sq-2/BER,72,72,-,
184,MaltaMLT https://api.fifa.com/api/v3/picture/flags-sq-2/MLT,66,66,-,
185,MacauMAC https://api.fifa.com/api/v3/picture/flags-sq-2/MAC,65,65,-,
186,DjiboutiDJI https://api.fifa.com/api/v3/picture/flags-sq-2/DJI,64,64,-,
187,MongoliaMNG https://api.fifa.com/api/v3/picture/flags-sq-2/MNG,55,17,38,
187,BhutanBHU https://api.fifa.com/api/v3/picture/flags-sq-2/BHU,55,55,-,
189,KuwaitKUW https://api.fifa.com/api/v3/picture/flags-sq-2/KUW,52,52,-,
190,Brunei DarussalamBRU https://api.fifa.com/api/v3/picture/flags-sq-2/BRU,45,45,-,
191,Timor-LesteTLS https://api.fifa.com/api/v3/picture/flags-sq-2/TLS,44,32,12,
192,SeychellesSEY https://api.fifa.com/api/v3/picture/flags-sq-2/SEY,43,51,-8,
192,GuamGUM https://api.fifa.com/api/v3/picture/flags-sq-2/GUM,43,43,-,
194,American SamoaASA https://api.fifa.com/api/v3/picture/flags-sq-2/ASA,38,38,-,
194,Cook IslandsCOK https://api.fifa.com/api/v3/picture/flags-sq-2/COK,38,38,-,
194,SamoaSAM https://api.fifa.com/api/v3/picture/flags-sq-2/SAM,38,38,-,
197,BangladeshBAN https://api.fifa.com/api/v3/picture/flags-sq-2/BAN,37,38,-1,
198,US Virgin IslandsVIR https://api.fifa.com/api/v3/picture/flags-sq-2/VIR,26,26,-,
199,MontserratMSR https://api.fifa.com/api/v3/picture/flags-sq-2/MSR,20,20,-,
200,Sri LankaSRI https://api.fifa.com/api/v3/picture/flags-sq-2/SRI,16,16,-,
201,PakistanPAK https://api.fifa.com/api/v3/picture/flags-sq-2/PAK,15,15,-,
202,Turks and Caicos IslandsTCA https://api.fifa.com/api/v3/picture/flags-sq-2/TCA,13,13,-,
202,Cayman IslandsCAY https://api.fifa.com/api/v3/picture/flags-sq-2/CAY,13,13,-,
204,San MarinoSMR https://api.fifa.com/api/v3/picture/flags-sq-2/SMR,11,11,-,
205,British Virgin IslandsVGB https://api.fifa.com/api/v3/picture/flags-sq-2/VGB,6,6,-,
206,AnguillaAIA https://api.fifa.com/api/v3/picture/flags-sq-2/AIA,0,0,-,
206,BahamasBAH https://api.fifa.com/api/v3/picture/flags-sq-2/BAH,0,0,-,
206,EritreaERI https://api.fifa.com/api/v3/picture/flags-sq-2/ERI,0,0,-,
206,GibraltarGIB https://api.fifa.com/api/v3/picture/flags-sq-2/GIB,0,0,-,
206,SomaliaSOM https://api.fifa.com/api/v3/picture/flags-sq-2/SOM,0,0,-,
206,TongaTGA https://api.fifa.com/api/v3/picture/flags-sq-2/TGA,0,0,-,
