RK,Team,Total Points,Previous Points,+/-,Match window,More
77,BoliviaBOL https://api.fifa.com/api/v3/picture/flags-sq-2/BOL,1324.21,1324.21,-,W,
78,IsraelISR https://api.fifa.com/api/v3/picture/flags-sq-2/ISR,1306.7,1306.7,-,,
79,OmanOMA https://api.fifa.com/api/v3/picture/flags-sq-2/OMA,1306.01,1307.09,-1.08,LWLDL,
80,CuraçaoCUW https://api.fifa.com/api/v3/picture/flags-sq-2/CUW,1298.39,1298.39,-,,
81,GuineaGUI https://api.fifa.com/api/v3/picture/flags-sq-2/GUI,1298.32,1298.32,-,L,
82,UgandaUGA https://api.fifa.com/api/v3/picture/flags-sq-2/UGA,1285.28,1285.28,-,,
83,BeninBEN https://api.fifa.com/api/v3/picture/flags-sq-2/BEN,1282.53,1282.53,-,,
84,UzbekistanUZB https://api.fifa.com/api/v3/picture/flags-sq-2/UZB,1274.58,1274.58,-,,
85,GeorgiaGEO https://api.fifa.com/api/v3/picture/flags-sq-2/GEO,1269.24,1269.24,-,,
86,SyriaSYR https://api.fifa.com/api/v3/picture/flags-sq-2/SYR,1268.54,1269.96,-1.42,LWLL,
87,HaitiHAI https://api.fifa.com/api/v3/picture/flags-sq-2/HAI,1268.05,1268.05,-,,
88,ZambiaZAM https://api.fifa.com/api/v3/picture/flags-sq-2/ZAM,1264.64,1264.64,-,L,
89,GabonGAB https://api.fifa.com/api/v3/picture/flags-sq-2/GAB,1262,1262,-,L,
90,JordanJOR https://api.fifa.com/api/v3/picture/flags-sq-2/JOR,1255.69,1252.95,2.74,LWLWL,
91,BahrainBHR https://api.fifa.com/api/v3/picture/flags-sq-2/BHR,1252.19,1255.75,-3.56,LDLW,
92,ArmeniaARM https://api.fifa.com/api/v3/picture/flags-sq-2/ARM,1242.24,1242.24,-,,
93,LuxembourgLUX https://api.fifa.com/api/v3/picture/flags-sq-2/LUX,1236.45,1236.45,-,,
94,BelarusBLR https://api.fifa.com/api/v3/picture/flags-sq-2/BLR,1233.43,1233.43,-,W,
95,LebanonLBN https://api.fifa.com/api/v3/picture/flags-sq-2/LBN,1233,1233.76,-0.76,WLLL,
96,Kyrgyz RepublicKGZ https://api.fifa.com/api/v3/picture/flags-sq-2/KGZ,1228.69,1228.69,-,L,
97,CongoCGO https://api.fifa.com/api/v3/picture/flags-sq-2/CGO,1221.4,1221.4,-,,
98,VietnamVIE https://api.fifa.com/api/v3/picture/flags-sq-2/VIE,1212.54,1209.22,3.32,WDWWL,
99,PalestinePLE https://api.fifa.com/api/v3/picture/flags-sq-2/PLE,1208.9,1211.32,-2.42,LDL,
100,Trinidad and TobagoTRI https://api.fifa.com/api/v3/picture/flags-sq-2/TRI,1207.94,1207.94,-,,
101,MadagascarMAD https://api.fifa.com/api/v3/picture/flags-sq-2/MAD,1205.61,1205.61,-,,
102,KenyaKEN https://api.fifa.com/api/v3/picture/flags-sq-2/KEN,1202.26,1202.26,-,,
103,MauritaniaMTN https://api.fifa.com/api/v3/picture/flags-sq-2/MTN,1190.26,1190.23,0.03,WLLD,
104,IndiaIND https://api.fifa.com/api/v3/picture/flags-sq-2/IND,1182.75,1182.75,-,,
105,CyprusCYP https://api.fifa.com/api/v3/picture/flags-sq-2/CYP,1178.65,1178.65,-,,
106,Guinea-BissauGNB https://api.fifa.com/api/v3/picture/flags-sq-2/GNB,1177.14,1177.14,-,,
107,EstoniaEST https://api.fifa.com/api/v3/picture/flags-sq-2/EST,1176.5,1176.5,-,L,
108,Sierra LeoneSLE https://api.fifa.com/api/v3/picture/flags-sq-2/SLE,1174.12,1174.12,-,,
109,Korea DPRPRK https://api.fifa.com/api/v3/picture/flags-sq-2/PRK,1169.96,1169.96,-,,
110,New ZealandNZL https://api.fifa.com/api/v3/picture/flags-sq-2/NZL,1165.81,1165.81,-,W,
111,KosovoKOS https://api.fifa.com/api/v3/picture/flags-sq-2/KOS,1163.05,1163.05,-,,
112,NamibiaNAM https://api.fifa.com/api/v3/picture/flags-sq-2/NAM,1162.93,1162.93,-,,
113,NigerNIG https://api.fifa.com/api/v3/picture/flags-sq-2/NIG,1158.39,1158.39,-,,
114,Equatorial GuineaEQG https://api.fifa.com/api/v3/picture/flags-sq-2/EQG,1156.78,1156.78,-,D,
115,ThailandTHA https://api.fifa.com/api/v3/picture/flags-sq-2/THA,1156.16,1148.63,7.53,WWWW,
116,TajikistanTJK https://api.fifa.com/api/v3/picture/flags-sq-2/TJK,1152.56,1152.56,-,L,
117,LibyaLBY https://api.fifa.com/api/v3/picture/flags-sq-2/LBY,1151.06,1151.06,-,D,
118,MozambiqueMOZ https://api.fifa.com/api/v3/picture/flags-sq-2/MOZ,1151,1151,-,W,
119,KazakhstanKAZ https://api.fifa.com/api/v3/picture/flags-sq-2/KAZ,1140.71,1140.71,-,W,
120,AzerbaijanAZE https://api.fifa.com/api/v3/picture/flags-sq-2/AZE,1139.02,1139.02,-,,
121,ZimbabweZIM https://api.fifa.com/api/v3/picture/flags-sq-2/ZIM,1138.44,1138.44,-,,
122,GuatemalaGUA https://api.fifa.com/api/v3/picture/flags-sq-2/GUA,1138.4,1138.4,-,,
123,Faroe IslandsFRO https://api.fifa.com/api/v3/picture/flags-sq-2/FRO,1136.99,1136.99,-,,
124,TogoTOG https://api.fifa.com/api/v3/picture/flags-sq-2/TOG,1133.24,1133.24,-,,
125,SudanSDN https://api.fifa.com/api/v3/picture/flags-sq-2/SDN,1131.74,1135.89,-4.15,LLL,
126,AngolaANG https://api.fifa.com/api/v3/picture/flags-sq-2/ANG,1131.72,1131.72,-,D,
127,Antigua and BarbudaATG https://api.fifa.com/api/v3/picture/flags-sq-2/ATG,1131.07,1131.07,-,,
128,PhilippinesPHI https://api.fifa.com/api/v3/picture/flags-sq-2/PHI,1129.91,1131.93,-2.02,WLWL,
129,MalawiMWI https://api.fifa.com/api/v3/picture/flags-sq-2/MWI,1127.21,1127.21,-,L,
130,Central African RepublicCTA https://api.fifa.com/api/v3/picture/flags-sq-2/CTA,1127.2,1127.2,-,L,
131,TanzaniaTAN https://api.fifa.com/api/v3/picture/flags-sq-2/TAN,1118.76,1118.76,-,,
132,ComorosCOM https://api.fifa.com/api/v3/picture/flags-sq-2/COM,1117.65,1117.65,-,,
133,TurkmenistanTKM https://api.fifa.com/api/v3/picture/flags-sq-2/TKM,1117.6,1117.6,-,,
134,LatviaLVA https://api.fifa.com/api/v3/picture/flags-sq-2/LVA,1100.03,1100.03,-,W,
135,RwandaRWA https://api.fifa.com/api/v3/picture/flags-sq-2/RWA,1095.34,1095.34,-,,
136,LithuaniaLTU https://api.fifa.com/api/v3/picture/flags-sq-2/LTU,1091.77,1091.77,-,,
137,EthiopiaETH https://api.fifa.com/api/v3/picture/flags-sq-2/ETH,1087.89,1087.89,-,,
138,St. Kitts and NevisSKN https://api.fifa.com/api/v3/picture/flags-sq-2/SKN,1077.76,1077.76,-,,
139,SurinameSUR https://api.fifa.com/api/v3/picture/flags-sq-2/SUR,1077.57,1077.57,-,,
140,BurundiBDI https://api.fifa.com/api/v3/picture/flags-sq-2/BDI,1075.82,1075.82,-,,
141,Solomon IslandsSOL https://api.fifa.com/api/v3/picture/flags-sq-2/SOL,1072.78,1072.78,-,,
142,KuwaitKUW https://api.fifa.com/api/v3/picture/flags-sq-2/KUW,1064.02,1064.02,-,,
143,NicaraguaNCA https://api.fifa.com/api/v3/picture/flags-sq-2/NCA,1062.21,1062.21,-,,
144,LiberiaLBR https://api.fifa.com/api/v3/picture/flags-sq-2/LBR,1058.28,1058.28,-,W,
145,LesothoLES https://api.fifa.com/api/v3/picture/flags-sq-2/LES,1057.62,1057.62,-,,
146,EswatiniSWZ https://api.fifa.com/api/v3/picture/flags-sq-2/SWZ,1054.14,1054.14,-,,
147,Hong KongHKG https://api.fifa.com/api/v3/picture/flags-sq-2/HKG,1053.39,1053.39,-,,
148,BotswanaBOT https://api.fifa.com/api/v3/picture/flags-sq-2/BOT,1051.59,1051.59,-,,
149,AfghanistanAFG https://api.fifa.com/api/v3/picture/flags-sq-2/AFG,1049.77,1049.77,-,W,
150,GambiaGAM https://api.fifa.com/api/v3/picture/flags-sq-2/GAM,1049.74,1049.74,-,L,
151,YemenYEM https://api.fifa.com/api/v3/picture/flags-sq-2/YEM,1046.26,1046.26,-,,
152,MyanmarMYA https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,1044.56,1052.57,-8.01,LLWLL,
153,New CaledoniaNCL https://api.fifa.com/api/v3/picture/flags-sq-2/NCL,1035.12,1035.12,-,,
154,MalaysiaMAS https://api.fifa.com/api/v3/picture/flags-sq-2/MAS,1034.53,1034.87,-0.34,LLWW,
155,AndorraAND https://api.fifa.com/api/v3/picture/flags-sq-2/AND,1030.28,1030.28,-,,
156,Dominican RepublicDOM https://api.fifa.com/api/v3/picture/flags-sq-2/DOM,1029.42,1029.42,-,,
157,MaldivesMDV https://api.fifa.com/api/v3/picture/flags-sq-2/MDV,1021.58,1021.58,-,D,
158,Chinese TaipeiTPE https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,1017.78,1017.78,-,,
159,TahitiTAH https://api.fifa.com/api/v3/picture/flags-sq-2/TAH,1014.27,1014.27,-,,
160,SingaporeSGP https://api.fifa.com/api/v3/picture/flags-sq-2/SGP,1003.39,997.42,5.97,LWWW,
161,FijiFIJ https://api.fifa.com/api/v3/picture/flags-sq-2/FIJ,996.27,996.27,-,,
162,BarbadosBRB https://api.fifa.com/api/v3/picture/flags-sq-2/BRB,995.94,995.94,-,,
163,VanuatuVAN https://api.fifa.com/api/v3/picture/flags-sq-2/VAN,995.62,995.62,-,,
164,IndonesiaIDN https://api.fifa.com/api/v3/picture/flags-sq-2/IDN,992.31,981.18,11.13,WDWWWL,
165,Papua New GuineaPNG https://api.fifa.com/api/v3/picture/flags-sq-2/PNG,990.55,990.55,-,,
166,BermudaBER https://api.fifa.com/api/v3/picture/flags-sq-2/BER,982.43,982.43,-,,
167,South SudanSSD https://api.fifa.com/api/v3/picture/flags-sq-2/SSD,980.25,980.25,-,,
168,GrenadaGRN https://api.fifa.com/api/v3/picture/flags-sq-2/GRN,974.03,974.03,-,,
169,NepalNEP https://api.fifa.com/api/v3/picture/flags-sq-2/NEP,972.45,972.45,-,,
170,BelizeBLZ https://api.fifa.com/api/v3/picture/flags-sq-2/BLZ,967.42,967.42,-,,
171,CambodiaCAM https://api.fifa.com/api/v3/picture/flags-sq-2/CAM,966.61,970.42,-3.81,LWLL,
172,MauritiusMRI https://api.fifa.com/api/v3/picture/flags-sq-2/MRI,964.94,964.94,-,,
173,Puerto RicoPUR https://api.fifa.com/api/v3/picture/flags-sq-2/PUR,962.77,962.77,-,,
174,St. Vincent and the GrenadinesVIN https://api.fifa.com/api/v3/picture/flags-sq-2/VIN,960.71,960.71,-,,
175,MaltaMLT https://api.fifa.com/api/v3/picture/flags-sq-2/MLT,958.95,958.95,-,,
176,GuyanaGUY https://api.fifa.com/api/v3/picture/flags-sq-2/GUY,958.87,958.87,-,,
177,St. LuciaLCA https://api.fifa.com/api/v3/picture/flags-sq-2/LCA,953.45,953.45,-,,
178,MontserratMSR https://api.fifa.com/api/v3/picture/flags-sq-2/MSR,950.71,950.71,-,,
179,CubaCUB https://api.fifa.com/api/v3/picture/flags-sq-2/CUB,948.96,948.96,-,,
180,ChadCHA https://api.fifa.com/api/v3/picture/flags-sq-2/CHA,935,935,-,,
181,MoldovaMDA https://api.fifa.com/api/v3/picture/flags-sq-2/MDA,928.35,928.35,-,,
182,MacauMAC https://api.fifa.com/api/v3/picture/flags-sq-2/MAC,922.1,922.1,-,,
183,DominicaDMA https://api.fifa.com/api/v3/picture/flags-sq-2/DMA,916.72,916.72,-,,
184,MongoliaMNG https://api.fifa.com/api/v3/picture/flags-sq-2/MNG,916.68,916.68,-,,
185,BhutanBHU https://api.fifa.com/api/v3/picture/flags-sq-2/BHU,910.96,910.96,-,,
186,BangladeshBAN https://api.fifa.com/api/v3/picture/flags-sq-2/BAN,907.83,907.83,-,L,
187,LaosLAO https://api.fifa.com/api/v3/picture/flags-sq-2/LAO,904.6,912.07,-7.47,LLLL,
188,Brunei DarussalamBRU https://api.fifa.com/api/v3/picture/flags-sq-2/BRU,903.9,903.9,-,,
189,São Tomé and PríncipeSTP https://api.fifa.com/api/v3/picture/flags-sq-2/STP,903.31,903.31,-,,
190,American SamoaASA https://api.fifa.com/api/v3/picture/flags-sq-2/ASA,900.27,900.27,-,,
191,LiechtensteinLIE https://api.fifa.com/api/v3/picture/flags-sq-2/LIE,899.52,899.52,-,,
192,DjiboutiDJI https://api.fifa.com/api/v3/picture/flags-sq-2/DJI,896.62,896.62,-,,
193,SamoaSAM https://api.fifa.com/api/v3/picture/flags-sq-2/SAM,894.26,894.26,-,,
194,SomaliaSOM https://api.fifa.com/api/v3/picture/flags-sq-2/SOM,873.71,873.71,-,,
195,Cayman IslandsCAY https://api.fifa.com/api/v3/picture/flags-sq-2/CAY,873.64,873.64,-,,
196,Timor-LesteTLS https://api.fifa.com/api/v3/picture/flags-sq-2/TLS,873.13,879.43,-6.3,LLLL,
197,SeychellesSEY https://api.fifa.com/api/v3/picture/flags-sq-2/SEY,870.63,869.51,1.12,WD,
198,PakistanPAK https://api.fifa.com/api/v3/picture/flags-sq-2/PAK,866.81,866.81,-,,
199,TongaTGA https://api.fifa.com/api/v3/picture/flags-sq-2/TGA,861.81,861.81,-,,
200,ArubaARU https://api.fifa.com/api/v3/picture/flags-sq-2/ARU,859.97,859.97,-,,
201,BahamasBAH https://api.fifa.com/api/v3/picture/flags-sq-2/BAH,858.5,858.5,-,,
202,EritreaERI https://api.fifa.com/api/v3/picture/flags-sq-2/ERI,855.56,855.56,-,,
203,GibraltarGIB https://api.fifa.com/api/v3/picture/flags-sq-2/GIB,853.6,853.6,-,L,
204,Sri LankaSRI https://api.fifa.com/api/v3/picture/flags-sq-2/SRI,842.93,842.8,0.13,LW,
205,Turks and Caicos IslandsTCA https://api.fifa.com/api/v3/picture/flags-sq-2/TCA,839.84,839.84,-,,
206,GuamGUM https://api.fifa.com/api/v3/picture/flags-sq-2/GUM,838.33,838.33,-,,
207,US Virgin IslandsVIR https://api.fifa.com/api/v3/picture/flags-sq-2/VIR,816.13,816.13,-,,
208,British Virgin IslandsVGB https://api.fifa.com/api/v3/picture/flags-sq-2/VGB,812.94,812.94,-,,
209,AnguillaAIA https://api.fifa.com/api/v3/picture/flags-sq-2/AIA,792.34,792.34,-,,
210,San MarinoSMR https://api.fifa.com/api/v3/picture/flags-sq-2/SMR,780.33,780.33,-,,
